CaseID,Description,Resource Allocation Strategy,Throughput Maximization Outcome,Load Balancing Outcome,Optimization Label,idx
00235,Smart city district with IoT devices generating continuous data.,Transit-Priority Allocation,Very High,Balanced,CoastalTourismOptimization,
00236,Residential area with smart homes and real-time entertainment streaming.,Service-based Allocation,Low,Unbalanced,RuralTelehealthOptimization,
00237,Shopping mall with peak usage during holiday seasons.,Area Expansion Strategy,Medium,Balanced,TimeSchedulingOptimization,
00238,Urban area with a central park and surrounding office and residential buildings.,Dynamic Bandwidth Allocation,Very High,Unbalanced,EssentialServicesOptimization,
00239,Hilly terrain with challenging topography.,Adaptive Resource Allocation with Student Occupancy Tracking,Low,Unbalanced,DynamicBandwidthOptimization,
00240,Small town with seasonal tourist traffic.,Priority-based Allocation with Traffic Flow Optimization,High,Unbalanced,DynamicSpectrumOptimization,
00241,Tourist destination with seasonal usage peaks.,Static Spectrum Allocation,Very High,Balanced,IndustryPriorityOptimization,
00242,High-rise urban complex with dense usage and multiple demand areas.,Transit-Priority Allocation,Medium,Balanced,RuralTelehealthOptimization,
00243,Shopping mall with multiple retailers and high foot traffic.,Fixed Bandwidth Allocation,Very High,Balanced,EventSchedulingOptimization,
00244,Region with rural educational institutions.,Fixed Bandwidth Allocation,Medium,Unbalanced,MixedUseOptimization,
00245,Disaster-affected area with emergency communication needs.,Multi-layered Allocation,High,Unbalanced,AgriculturalAreaOptimization,
00246,Financial district with numerous high-value transactions.,Tourism-Centric Allocation,Very High,Unbalanced,UrbanHighRiseOptimization,
00247,Military base with constant and critical communication.,Dynamic Spectrum Allocation,Low,Unbalanced,EducationFacilitationOptimization,
00248,Financial district with numerous high-value transactions.,Community-Centric Allocation,Low,Balanced,RealTimeOptimization,
00249,Hilly terrain with challenging topography.,Airport-Priority Allocation,High,Unbalanced,TourismOptimization,
00250,A smart city with integrated IoT and connected vehicles.,Dynamic Bandwidth Allocation,Medium,Balanced,CommunityCentricOptimization,
00251,"Dense urban area with a mix of commercial, residential, and government buildings.",Healthcare-Priority Allocation,Medium,Unbalanced,EducationFacilitationOptimization,
00252,Residential area near a university campus with high data demand during exam periods.,Geographical Mapping,High,Unbalanced,GeographicalMappingOptimization,
00253,Financial district with consistent high traffic during work hours.,Adaptive Resource Allocation with Student Occupancy Tracking,Medium,Balanced,ServicePriorityOptimization,
00254,Suburban area with a mix of residential homes and small businesses.,Priority-based Allocation with Traffic Flow Optimization,High,Unbalanced,PredictiveOptimization,
00255,Regional center with sparse connectivity infrastructure.,Time-based Allocation,Low,Balanced,AgriculturalAreaOptimization,
00256,Educational campus with uniform demand across classrooms and study areas.,Low Priority Allocation,High,Balanced,TourismOptimization,
00257,Tourist destination with seasonal usage peaks.,Predictive Allocation,Medium,Balanced,EssentialServicesOptimization,
00258,A financial district with numerous high-speed data requirements.,Healthcare-Priority Allocation,Medium,Unbalanced,RuralOptimization,
00259,City center with high-rise buildings causing signal reflections.,Minimum Requirement Allocation,Very High,Balanced,CoastalTourismOptimization,
00260,Public transportation hub with predictable usage spikes.,Healthcare-Priority Allocation,High,Balanced,FlexibleResourceOptimization,
00261,Waterfront area with tourist attractions and commercial activities.,Dynamic Spectrum Allocation with Emergency Priority,High,Unbalanced,EssentialServicesOptimization,
00262,Heavy industrial zone with critical IoT devices.,MixedUseOptimization,High,Unbalanced,PredictiveOptimization,
00263,Coastal area with high usage due to tourism and events.,Fixed Bandwidth Allocation,High,Unbalanced,TopographicalChallengesOptimization,
00264,Financial district with numerous high-value transactions.,Adaptive Resource Allocation with Student Occupancy Tracking,Very High,Unbalanced,TopographicalChallengesOptimization,
00265,Heavy industrial zone with critical IoT devices.,Priority-based Allocation with Crowd-sourced Demand Forecasting,Medium,Balanced,EssentialServicesOptimization,
00266,Sports stadium during peak events.,Transit-Priority Allocation,Very High,Unbalanced,TrafficAwareOptimization,
00267,Entertainment district with high-density event spaces.,Service-based Allocation,Low,Balanced,GeographicalMappingOptimization,
00268,Historic city center with narrow streets and older buildings.,Priority-based Real-time Allocation,Medium,Unbalanced,StaticSpectrumOptimization,
00269,Critical infrastructure network during a natural disaster.,Static Spectrum Allocation,High,Balanced,RealTimeOptimization,
00270,Airport with frequent high-demand communication periods.,Priority-based Allocation with Crowd-sourced Demand Forecasting,Very High,Balanced,SeasonalTouristOptimization,
00271,Industrial zone with numerous sensors and real-time control systems.,Event-based Allocation,Very High,Unbalanced,RealTimeOptimization,
00272,Commercial area with steady demand throughout the day.,Priority-based Allocation,Low,Unbalanced,DynamicBandwidthOptimization,
00273,Suburban area with a mix of residential homes and small businesses.,Fixed Bandwidth Allocation,Low,Balanced,AgriculturalAreaOptimization,
00274,Financial district with high-frequency trading activities.,Traffic-aware Allocation,Medium,Unbalanced,DynamicSpectrumOptimization,
00275,A financial district with numerous high-speed data requirements.,Airport-Priority Allocation,High,Balanced,RuralTelehealthOptimization,
00276,High-density event area with sporadic usage.,Priority-based Allocation with Machine Learning Prediction,Medium,Balanced,GreenSpaceOptimization,
00277,Rural area with sporadic connectivity due to natural barriers.,Adaptive Resource Allocation with Predictive Analytics,Medium,Balanced,TrafficAwareOptimization,
00278,Urban center with consistent traffic patterns.,Healthcare-Priority Allocation,Very High,Balanced,MixedUseOptimization,
00279,Educational campus with uniform demand across classrooms and study areas.,Flexible Allocation,Low,Unbalanced,CommunityCentricOptimization,
00280,Rural area with growing telehealth services demand.,Predictive Allocation,High,Unbalanced,ServicePriorityOptimization,
00281,Industrial area with critical real-time monitoring needs.,Priority-based Allocation with Crowd-sourced Demand Forecasting,Medium,Balanced,EventDrivenOptimization,
00282,Small town with low population but hosting a major sports event.,SmartCity-Priority Allocation,Medium,Unbalanced,CommunityCentricOptimization,
00283,Suburban area with a mix of residential homes and small businesses.,Low Priority Allocation,Medium,Unbalanced,StaticSpectrumOptimization,
00284,Seasonal agricultural region with periodic high demand for connectivity.,Flexible Allocation,Very High,Balanced,IndustryPriorityOptimization,
00285,High-rise residential area with consistent peak times.,Event-based Dynamic Allocation,High,Unbalanced,AgriculturalAreaOptimization,
00286,Small town with seasonal tourist traffic.,Predictive Allocation,Medium,Balanced,PredictiveOptimization,
00287,Waterfront area with tourist activities and a large marina.,Tourism-Centric Allocation,High,Unbalanced,EventDrivenOptimization,
00288,Tourist destination with seasonal usage peaks.,Area Expansion Strategy,Very High,Balanced,TourismOptimization,
00289,Industrial area with critical real-time monitoring needs.,Tourism-Centric Allocation,Low,Balanced,EventDrivenOptimization,
00290,Industrial district with multiple high-bandwidth applications.,Event-driven Allocation,High,Unbalanced,FlexibleResourceOptimization,
00291,Mixed-use area with varying high-demand sectors.,Tourism-Centric Allocation,High,Balanced,RuralTelehealthOptimization,
00292,Tourist attraction area during peak season with an influx of visitors.,Flexible Allocation,Very High,Unbalanced,AgriculturalAreaOptimization,
00293,Isolated village with a small local community.,Priority-based Allocation with Sensor Data Analysis,Medium,Balanced,TopographicalChallengesOptimization,
00294,A tech park with a high concentration of IoT devices.,Event-based Allocation,High,Balanced,EventDrivenOptimization,
00295,Small town with occasional influx of visitors during local events.,Flexible Allocation,High,Unbalanced,GreenSpaceOptimization,
00296,Financial district with consistent high traffic during work hours.,Dynamic Spectrum Allocation with Emergency Priority,Medium,Unbalanced,EssentialServicesOptimization,
00297,Suburban neighborhood with occasional high usage for sports events and community gatherings.,Priority-based Allocation with Sensor Data Analysis,High,Balanced,CommunityCentricOptimization,
00298,Smart city infrastructure with IoT sensors.,Emergency-Priority Allocation,Medium,Unbalanced,RuralOptimization,
00299,Airport with frequent high-demand communication periods.,Priority Allocation for Industry,Low,Unbalanced,CoastalTourismOptimization,
00300,Urban area with high user density and varied usage patterns.,Traffic-aware Allocation,Medium,Unbalanced,PredictiveOptimization,
00301,Off-peak residential area with minimal usage.,Dynamic Spectrum Allocation with User Preference Learning,High,Balanced,RuralOptimization,
00302,Industrial zone with numerous sensors and real-time control systems.,Predictive Allocation,Very High,Unbalanced,InfrastructureDevelopmentOptimization,
00303,A downtown area with high-rise buildings causing signal reflection.,Minimal Bandwidth Allocation,Low,Unbalanced,GeographicalMappingOptimization,
00304,Entertainment district with high-density event spaces.,Priority-based Real-time Allocation,Low,Balanced,EssentialServicesOptimization,
00305,Residential area with sports facilities and local government buildings.,Dynamic Spectrum Allocation with User Preference Learning,Medium,Balanced,ServicePriorityOptimization,
00306,Residential area near a university campus with high data demand during exam periods.,Priority-based Allocation with Sensor Data Analysis,Low,Balanced,DynamicBandwidthOptimization,
00307,Areas close to airports with significant data transmission requirements for both commercial and personal use.,MixedUseOptimization,Low,Unbalanced,DynamicSpectrumOptimization,
00308,Industrial area with critical real-time monitoring needs.,Priority-based Allocation with Real-time Traffic Analysis,Medium,Balanced,RuralOptimization,
